first_name,last_name,team,number,position,age,born,birth_place,country,height,weight,shoots
Trevor,Russell,RPI (Rensselaer Polytech. Inst.),14,D,26,2000,"Old Hickory, TN",USA,"6'2""",205,R
Kazimier,Sobieski,RPI (Rensselaer Polytech. Inst.),5,D,21,2004,"Deerfield, MA",USA,"6'1""",181,R
Gunnar,VanDamme,RPI (Rensselaer Polytech. Inst.),8,D,23,2002,"Pittsford, NY",USA,"6'0""",190,L
Ethan,Bono,RPI (Rensselaer Polytech. Inst.),9,F,22,2004,"Port McNeill, BC",Canada,"6'3""",201,L
Mathieu,Bourgault,RPI (Rensselaer Polytech. Inst.),82,F,22,2003,"St-Bruno-de-Montarville, QC",Canada,"6'2""",176,L
Matthew,Buckley,RPI (Rensselaer Polytech. Inst.),21,F,20,2005,"Oakville, ON",Canada,"5'11""",183,R
Cole,Gordon,RPI (Rensselaer Polytech. Inst.),27,F,23,2002,"Windsor, CO",USA,"6'2""",198,L
Jack,Gorton,RPI (Rensselaer Polytech. Inst.),24,F,24,2002,"Granite Springs, NY",USA,"6'3""",201,R
Jackson,Kyrkostas,RPI (Rensselaer Polytech. Inst.),19,F,21,2004,"Windham, NH",USA,"6'0""",170,R
Alfred,Lindberg,RPI (Rensselaer Polytech. Inst.),86,F,24,2002,Hallsberg,Sweden,"5'11""",187,L
Brad,McNeil,RPI (Rensselaer Polytech. Inst.),43,F,23,2002,"Royal Oak, MI",USA,"6'1""",181,L
Rainers,Rullers,RPI (Rensselaer Polytech. Inst.),11,F,21,2004,Riga,Latvia,"6'4""",194,L
Ian,Scherzer,RPI (Rensselaer Polytech. Inst.),91,F,20,2005,Villach,Austria,"6'0""",192,L
Filip,Sitar,RPI (Rensselaer Polytech. Inst.),49,F,20,2005,Ljubljana,Slovenia,"6'0""",187,R
Jagger,Tapper,RPI (Rensselaer Polytech. Inst.),72,F,21,2004,"Calgary, AB",Canada,"6'0""",185,R
Dovar,Tinling,RPI (Rensselaer Polytech. Inst.),25,F,22,2003,"Pointe-Claire, QC",Canada,"5'11""",185,L
Tyler,Wallace,RPI (Rensselaer Polytech. Inst.),18,F,23,2002,"Calgary, AB",Canada,"6'2""",187,L
Luc,Wilson,RPI (Rensselaer Polytech. Inst.),93,F,24,2001,"Duncan, BC",Canada,"6'0""",181,L
Ajeetpal,Gundarah,Sacred Heart Univ.,1,G,22,2003,"Richmond, BC",Canada,"6'0""",185,L
Teagan,Kendrick,Sacred Heart Univ.,33,G,22,2004,"St. Albert, AB",Canada,"6'4""",201,L
Connor,Smith,Sacred Heart Univ.,72,G,23,2003,"West Haven, CT",USA,"5'8""",150,L
Jack,Spicer,Sacred Heart Univ.,30,G,21,2004,"Rockville, MD",USA,"6'1""",185,L
Mikey,Adamson,Sacred Heart Univ.,6,D,24,2001,"Quincy, MA",USA,"5'9""",174,L
Luke,Amell,Sacred Heart Univ.,5,D,22,2003,"Mars, PA",USA,"6'4""",205,R
David,Brandes,Sacred Heart Univ.,20,D,22,2004,"Toronto, ON",Canada,"5'10""",179,L
John,Driscoll,Sacred Heart Univ.,4,D,24,2001,"Eagle, ID",USA,"6'4""",218,R
Noah,Ellis,Sacred Heart Univ.,21,D,24,2002,"Urbandale, IA",USA,"6'3""",201,R
Liam,Lesakowski,Sacred Heart Univ.,10,D,22,2003,"Buffalo, NY",USA,"6'5""",225,L
Chase,Ramsay,Sacred Heart Univ.,8,D,22,2003,"Granite Springs, NY",USA,"6'0""",181,R
Michael,Rubin,Sacred Heart Univ.,24,D,22,2003,"Blauvelt, NY",USA,"6'1""",194,R
Noah,Van Vliet,Sacred Heart Univ.,22,D,22,2004,"Toronto, ON",Canada,"6'2""",225,L
Aiden,VanRooyan,Sacred Heart Univ.,2,D,22,2003,"Dakota Dunes, SD",USA,"6'2""",201,L
Joshua,Barnes,Sacred Heart Univ.,9,F,23,2002,"Cornwall, ON",Canada,"5'10""",185,L
Jake,Bongo,Sacred Heart Univ.,19,F,23,2003,"Ridgefield, CT",USA,"5'10""",170,R
Gavin,Bryant,Sacred Heart Univ.,13,F,21,2004,"Ingersoll, ON",Canada,"5'11""",187,L
Ray,Fust,Sacred Heart Univ.,23,F,23,2002,Bellinzona,Switzerland,"6'4""",209,L
Cole,Galata,Sacred Heart Univ.,27,F,23,2002,"Barrie, ON",Canada,"6'0""",185,R
Jacob,Hewitt,Sacred Heart Univ.,11,F,23,2002,"Ashburnham, MA",USA,"5'11""",190,R
Jack,Hillier,Sacred Heart Univ.,14,F,21,2004,"Petawawa, ON",Canada,"6'2""",181,R
Stéphane,Huard,Sacred Heart Univ.,71,F,24,2002,"Blainville, QC",Canada,"5'8""",179,L
Marcus,Joughin,Sacred Heart Univ.,28,F,24,2001,"Tecumseh, ON",Canada,"5'11""",181,L
Vitaly,Levyy,Sacred Heart Univ.,17,F,22,2003,"Old Brookville, NY",USA,"5'11""",174,R
Paul,Minnehan,Sacred Heart Univ.,3,F,22,2003,"Cypress, CA",USA,"6'2""",181,L
Reid,Pabich,Sacred Heart Univ.,91,F,24,2001,"Verona, WI",USA,"5'11""",181,R
Charles-Edward,Tardif,Sacred Heart Univ.,86,F,22,2003,"Québec, QC",Canada,"6'0""",201,L
Jérémi,Tremblay,Sacred Heart Univ.,25,F,23,2003,"Québec, QC",Canada,"6'1""",205,R
Félix,Trudeau,Sacred Heart Univ.,77,F,23,2002,"Terrebonne, QC",Canada,"6'2""",190,L
Ethan,Wolthers,Sacred Heart Univ.,98,F,24,2001,"Valencia, CA",USA,"5'9""",181,R
Patriks,Berzins,St. Cloud State Univ.,39,G,22,2003,Sabile,Latvia,"6'1""",174,L
James,Gray,St. Cloud State Univ.,33,G,23,2002,"Toronto, ON",Canada,"6'3""",201,L
Yan,Shostak,St. Cloud State Univ.,1,G,21,2004,Minsk,Belarus,"6'0""",185,L
Joe,Belisle,St. Cloud State Univ.,3,D,20,2005,"Hugo, MN",USA,"6'0""",176,L
Thor,Byfuglien,St. Cloud State Univ.,25,D,22,2003,"Roseau, MN",USA,"5'11""",174,L
Tanner,Henricks,St. Cloud State Univ.,5,D,19,2006,"Mission Viejo, CA",USA,"6'4""",205,R
Finn,Loftus,St. Cloud State Univ.,4,D,22,2004,"Blaine, MN",USA,"6'1""",185,L
Mason,Reiners,St. Cloud State Univ.,6,D,24,2001,"Edina, MN",USA,"6'2""",201,R
Max,Smolinski,St. Cloud State Univ.,21,D,22,2003,"Bloomfield Hills, MI",USA,"6'0""",185,R
Cooper,Wylie,St. Cloud State Univ.,26,D,24,2001,"Stillwater, MN",USA,"6'1""",201,L
Josh,Zinger,St. Cloud State Univ.,14,D,24,2001,"Red Deer, AB",Canada,"6'0""",185,R
Grant,Ahcan,St. Cloud State Univ.,11,F,23,2002,"Savage, MN",USA,"5'11""",174,L
Ethan,Aucoin,St. Cloud State Univ.,17,F,23,2002,"Calgary, AB",Canada,"6'2""",190,L
Austin,Burnevik,St. Cloud State Univ.,23,F,21,2005,"Ham Lake, MN",USA,"6'4""",201,L
Daimon,Gardner,St. Cloud State Univ.,81,F,22,2004,"Eagle Lake, ON",Canada,"6'4""",205,L
Tyson,Gross,St. Cloud State Univ.,13,F,23,2002,"Calgary, AB",Canada,"6'3""",194,R
Barrett,Hall,St. Cloud State Univ.,15,F,22,2003,"Apple Valley, MN",USA,"6'0""",185,L
Adam,Ingram,St. Cloud State Univ.,34,F,22,2003,"Winnipeg, MB",Canada,"6'3""",174,L
Verner,Miettinen,St. Cloud State Univ.,19,F,22,2003,Espoo,Finland,"6'0""",174,L
Jack,Reimann,St. Cloud State Univ.,7,F,23,2002,"Ham Lake, MN",USA,"6'0""",201,R
Nolan,Roed,St. Cloud State Univ.,22,F,20,2005,"White Bear Lake, MN",USA,"5'11""",185,L
Jack,Rogers,St. Cloud State Univ.,20,F,23,2002,"East Northport, NY",USA,"6'3""",201,R
Ryan,Rosborough,St. Cloud State Univ.,12,F,25,2000,"Mount Brydges, ON",Canada,"6'3""",194,L
Gavyn,Thoreson,St. Cloud State Univ.,28,F,21,2004,"Andover, MN",USA,"5'9""",185,L
Noah,Urness,St. Cloud State Univ.,10,F,20,2005,"Roseau, MN",USA,"5'10""",181,L
Dana,Wallace,St. Cloud State Univ.,8,F,22,2003,"Boulder, CO",USA,"6'3""",216,R
Aiden,Welch,St. Cloud State Univ.,18,F,21,2004,"White Bear Lake, MN",USA,"6'2""",209,R
Mason,Kucenski,St. Lawrence Univ.,32,G,23,2002,"Gill, MA",USA,"6'3""",174,L
Cameron,Smith,St. Lawrence Univ.,1,G,24,2002,"Westchester, NY",USA,"6'3""",179,L
Jack,Wieneke,St. Lawrence Univ.,33,G,22,2003,"Plymouth, MN",USA,"6'1""",185,L
Colin,Winn,St. Lawrence Univ.,31,G,21,2004,"Westford, MA",USA,"6'1""",194,L
Jack,Babbage,St. Lawrence Univ.,25,D,25,2000,"Tully, NY",USA,"6'1""",192,L
Isack,Bandu,St. Lawrence Univ.,21,D,24,2001,"Notre-Dame-de-l'Île-Perrot, QC",Canada,"6'2""",201,L
Andrew,Brown,St. Lawrence Univ.,4,D,20,2005,"Oakville, ON",Canada,"5'11""",187,L
Sam,Frandina,St. Lawrence Univ.,16,D,21,2004,"Hanover, NH",USA,"5'9""",170,R
Sam,Hall,St. Lawrence Univ.,7,D,21,2004,"Far Hills, NJ",USA,"6'2""",185,L
Jake,Lammens,St. Lawrence Univ.,26,D,23,2002,"Norwalk, CT",USA,"6'1""",185,R
Teddy,Mallgrave,St. Lawrence Univ.,2,D,20,2005,"Summit, NJ",USA,"6'3""",201,L
Evan,Mitchell,St. Lawrence Univ.,15,D,24,2002,"Kanata, ON",Canada,"5'11""",185,R
Jan,Olenginski,St. Lawrence Univ.,23,D,22,2003,"Philadelphia, PA",USA,"5'9""",170,R
Evan,Orloff,St. Lawrence Univ.,3,D,22,2003,"Kensington, MD",USA,"6'3""",194,L
Luke,Santilli,St. Lawrence Univ.,22,D,21,2004,"Reading, MA",USA,"6'4""",212,R
Spencer,Bell,St. Lawrence Univ.,24,F,22,2003,"Warman, SK",Canada,"6'0""",190,R
Nicholas,Beneteau,St. Lawrence Univ.,28,F,22,2003,"Windsor, ON",Canada,"6'3""",192,R
Jake,Bernadet,St. Lawrence Univ.,19,F,22,2003,"South Burlington, VT",USA,"5'10""",170,R
Frankie,Carogioiello,St. Lawrence Univ.,20,F,23,2002,"Woodbridge, ON",Canada,"5'10""",187,L
Cayden,Casey,St. Lawrence Univ.,14,F,21,2004,"Elk River, MN",USA,"6'1""",181,L
Tyler,Cristall,St. Lawrence Univ.,18,F,23,2002,"North Vancouver, BC",Canada,"5'9""",170,L
Filip,Juříček,St. Lawrence Univ.,9,F,21,2004,Ostrava,Czechia,"5'10""",170,L
Jakub,Kopecký,St. Lawrence Univ.,12,F,22,2004,"Grand Rapids, MI",Slovakia,"6'3""",194,L
Jan,Lasak,St. Lawrence Univ.,34,F,23,2002,Banska Stiavnica,Slovakia,"6'2""",201,L
Sam,LeDrew,St. Lawrence Univ.,8,F,20,2005,"Stillwater Lake, NS",Canada,"6'1""",181,R
Cooper,Pierson,St. Lawrence Univ.,13,F,21,2005,"Zionsville, IN",USA,"5'9""",176,R
Rasmus,Svartström,St. Lawrence Univ.,11,F,20,2005,Helsinki,Finland,"6'5""",201,L
Gunnar,Thoreson,St. Lawrence Univ.,29,F,23,2002,"Andover, MN",USA,"5'10""",185,L
Isaac,Tremblay,St. Lawrence Univ.,27,F,21,2004,"Granby, QC",Canada,"6'1""",190,L
Gabriel,Westling,St. Lawrence Univ.,17,F,22,2003,Mora,Sweden,"6'4""",205,L
Connor,Androlewicz,Stonehill College,29,G,25,2000,"St. Louis, MO",USA,"6'2""",201,L
Dylan,Ghaemi,Stonehill College,30,G,24,2001,"Fairport, NY",USA,"6'4""",201,L
Linards,Lipskis,Stonehill College,31,G,22,2003,Sigulda,Latvia,"6'2""",201,L
Charlie,Banquier,Stonehill College,4,D,23,2002,"Oakville, ON",Canada,"6'2""",201,R
Dominick,Campione,Stonehill College,55,D,23,2002,"Kohler, WI",USA,"5'11""",154,R
Devon,Carlstrom,Stonehill College,21,D,23,2002,"Palm Beach Gardens, FL",USA,"6'3""",212,L
Ryan,Davies,Stonehill College,5,D,24,2001,"Arlington, MA",USA,"5'11""",179,R
Justin,Gibson,Stonehill College,6,D,22,2003,"Pittsburgh, PA",USA,"6'1""",190,L
Adam,Mahler,Stonehill College,2,D,21,2004,"Ancaster, ON",USA,"6'2""",218,R
Evan,Orr,Stonehill College,26,D,25,2001,"Shelby Township, MI",USA,"5'11""",185,L
Jordin,Palmer,Stonehill College,22,D,22,2004,"Auburn, NH",USA,"6'2""",194,L
David,Posma,Stonehill College,20,D,22,2003,"Pomona, NY",USA,"6'0""",170,L
Matthew,Rafalski,Stonehill College,28,D,21,2004,"Waupaca, WI",USA,"6'1""",190,R
Zachary,Aben,Stonehill College,12,F,22,2003,"Harvey's Lake, PA",USA,"5'9""",181,L
Leo,Chambers,Stonehill College,13,F,22,2003,"Toronto, ON",Canada,"6'1""",174,L
Anthony,Galante,Stonehill College,24,F,23,2002,"Morganville, NJ",USA,"5'11""",174,L
Joseph,Grainda,Stonehill College,10,F,23,2002,"Carmel, IN",USA,"6'3""",190,L
Jake,Gutwirth,Stonehill College,18,F,20,2005,"Brooklyn, NY",USA,"5'8""",165,L
Brady,Hunter,Stonehill College,9,F,23,2002,"Enfield, NS",Canada,"5'8""",174,L
Frank,Ireland,Stonehill College,19,F,25,2001,"Easton, MA",USA,"5'11""",185,L
Teddy,Lagerback,Stonehill College,34,F,24,2001,"Minnetonka, MN",USA,"6'1""",194,R
Joel,Lehtinen,Stonehill College,16,F,22,2003,"Dallas, TX",Finland,"6'4""",209,L
Cole,Melady,Stonehill College,14,F,22,2003,"Seaforth, ON",Canada,"5'11""",190,L
Justin,Mexico,Stonehill College,11,F,22,2003,"Madison Heights, MI",USA,"5'10""",165,L
Patrick,Murphy,Stonehill College,17,F,20,2005,"North Kingstown, RI",USA,"5'11""",190,R
Zach,Nicolas,Stonehill College,44,F,22,2004,"Airdrie, AB",Canada,"6'5""",203,L
Billy,Renfrew,Stonehill College,15,F,22,2003,"Fairbanks, AK",USA,"5'11""",181,L
Matthew,Romer,Stonehill College,71,F,23,2002,"Carpentersville, IL",USA,"5'11""",179,R
Austin,Elliott,UMass-Lowell,31,G,21,2004,"Strathmore, AB",Canada,"6'2""",185,L
Nikola,Goich,UMass-Lowell,30,G,21,2004,"Homer Glen, IL",USA,"6'4""",174,R
Samuel,Richard,UMass-Lowell,33,G,24,2001,"Ste-Catherine, QC",Canada,"6'0""",170,L
Daniel,Buchbinder,UMass-Lowell,7,D,21,2004,"Buffalo, NY",USA,"6'3""",194,L
August,Classon,UMass-Lowell,53,D,21,2004,Stockholm,Sweden,"6'0""",185,L
James,Johnson,UMass-Lowell,6,D,21,2004,"Ajax, ON",Canada,"6'6""",209,R
Sean,Kilcullen,UMass-Lowell,18,D,23,2002,"Kensington, MD",USA,"6'0""",190,L
Ryan,Kroll,UMass-Lowell,24,D,19,2006,"Plainfield, IL",USA,"6'1""",194,L
Tnias,Mathurin,UMass-Lowell,11,D,22,2004,"Ajax, ON",Canada,"6'3""",201,L
Nate,Misskey,UMass-Lowell,13,D,21,2005,"Melfort, SK",Canada,"6'4""",212,R
Josh,Mori,UMass-Lowell,22,D,21,2004,"Richmond, BC",Canada,"5'11""",174,L
Dominic,Payne,UMass-Lowell,27,D,21,2004,"North Vancouver, BC",Canada,"6'1""",176,R
T.J.,Schweighardt,UMass-Lowell,4,D,24,2001,"Wayne, NJ",USA,"5'11""",181,R
Luke,Shipley,UMass-Lowell,12,D,21,2004,"Powell River, BC",Canada,"6'0""",187,R
David,Adaszynski,UMass-Lowell,15,F,20,2005,"Burnaby, BC",Canada,"5'11""",196,L
Jason,Ahearn,UMass-Lowell,5,F,24,2001,"Staten Island, NY",USA,"5'11""",170,L
Dillan,Bentley,UMass-Lowell,19,F,24,2001,"Peoria, IL",USA,"6'4""",194,R
Diego,Buttazzoni,UMass-Lowell,90,F,20,2006,"Langley, BC",Canada,"5'9""",183,L
Mirko,Buttazzoni,UMass-Lowell,17,F,21,2004,"Langley, BC",Canada,"5'11""",190,L
Jack,Collins,UMass-Lowell,9,F,24,2001,"Canton, NY",USA,"6'4""",220,L
Chris,Delaney,UMass-Lowell,10,F,21,2004,"Hopkinton, MA",USA,"5'7""",154,L
Connor,Eddy,UMass-Lowell,21,F,23,2002,"Victoria, BC",Canada,"6'1""",216,L
Cole,Lonsdale,UMass-Lowell,7,F,21,2004,"Mississauga, ON",Canada,"5'11""",170,L
Jacob,MacDonald,UMass-Lowell,26,F,21,2004,"Fort Worth, TX",USA,"6'2""",190,L
Jaiden,Moriello,UMass-Lowell,8,F,22,2003,"Saugus, MA",USA,"6'2""",194,R
Libor,Nemec,UMass-Lowell,20,F,22,2003,Bardejov,Slovakia,"6'3""",196,L
Lee,Parks,UMass-Lowell,23,F,21,2004,"Stittsville, ON",Canada,"6'2""",209,R
Dominick,Rivelli,UMass-Lowell,3,F,22,2003,"Highland Park, IL",USA,"5'10""",185,R
Jak,Vaarwerk,UMass-Lowell,29,F,22,2003,"East Amherst, NY",USA,"6'0""",190,L
Dalyn,Wakely,UMass-Lowell,14,F,21,2004,"Port Hope, ON",Canada,"6'1""",203,R
Brayden,Gillespie,Union College,29,G,20,2005,"Oakville, ON",Canada,"5'11""",174,L
Brendan,Holahan,Union College,30,G,21,2004,"New Canaan, CT",USA,"6'2""",181,L
Cameron,Korpi,Union College,31,G,21,2004,"South Lyon, MI",USA,"6'4""",172,L
Olivier,Chessler,Union College,15,D,21,2004,"Watertown, MA",USA,"5'11""",174,L
Tyler,Dunbar,Union College,21,D,22,2003,"Sault Ste. Marie, MI",USA,"6'1""",194,L
Will,Felicio,Union College,4,D,19,2006,"Holden, MA",USA,"5'10""",174,L
D.J.,Hart,Union College,2,D,24,2002,"Stamford, CT",USA,"6'3""",209,R
Étienne,Lessard,Union College,28,D,21,2004,"Blainville, QC",Canada,"5'9""",168,R
Cal,Mell,Union College,3,D,25,2001,"Cumming, GA",USA,"5'11""",185,R
Brendan,Miles,Union College,26,D,24,2001,"Farmington Hills, MI",USA,"5'11""",176,R
Carter,Rose,Union College,5,D,23,2002,"Brasher Falls, NY",USA,"6'2""",194,L
Nick,Young,Union College,7,D,24,2001,"Raleigh, NC",USA,"6'3""",220,R
Ethan,Benz,Union College,10,F,24,2001,"Shakopee, MN",USA,"6'2""",205,L
Riley,Brueck,Union College,27,F,22,2003,"Chesterfield, MO",USA,"6'2""",194,L
Brandon,Buhr,Union College,14,F,23,2002,"Burnaby, BC",Canada,"6'2""",205,R
Luke,Buss,Union College,33,F,23,2003,"Columbus, OH",USA,"5'10""",185,R
Lucas,Buzziol,Union College,16,F,21,2004,"Mississauga, ON",Canada,"6'1""",205,R
Nate,Hanley,Union College,24,F,23,2002,"Rocky Point, NY",USA,"5'11""",185,R
Jacob,Jeannette,Union College,22,F,23,2002,"Duluth, MN",USA,"6'1""",209,L
Carter,Korpi,Union College,12,F,24,2001,"South Lyon, MI",USA,"6'0""",194,R
Alex,Laurenza,Union College,9,F,21,2005,"Woodbridge, ON",Canada,"5'10""",165,L
Parker,Lindauer,Union College,17,F,24,2001,"Madison, WI",USA,"5'11""",181,L
Colby,MacArthur,Union College,11,F,24,2001,"Summerside, PE",Canada,"6'3""",190,R
Ben,Muthersbaugh,Union College,18,F,22,2004,"Gilford, NH",USA,"6'1""",194,L
Troy,Pelton,Union College,6,F,21,2004,"Clifton Park, NY",USA,"6'1""",185,L
Connor,Smith,Union College,8,F,22,2003,"Hugo, MN",USA,"5'11""",185,R
Drew,Sutton,Union College,19,F,23,2003,"Hortonville, WI",USA,"5'10""",181,L
Tyler,Krivtsov,Univ. of Alaska-Anchorage,30,G,22,2003,"Santa Clarita, CA",USA,"6'2""",190,L
Bryant,Marks,Univ. of Alaska-Anchorage,31,G,21,2004,"Wasilla, AK",USA,"6'0""",174,L
Gergely,Orosz,Univ. of Alaska-Anchorage,33,G,23,2002,Gyõr,Hungary,"6'3""",187,L
Logan,Acheson,Univ. of Alaska-Anchorage,10,D,23,2002,"Edmonton, AB",Canada,"5'11""",179,L
Pavol,Funtek,Univ. of Alaska-Anchorage,5,D,22,2003,Bratislava,Slovakia,"6'7""",216,L
Nolan,Gagnon,Univ. of Alaska-Anchorage,19,D,22,2003,"Metcalfe, ON",Canada,"5'10""",174,R
Luke,Helgeson,Univ. of Alaska-Anchorage,13,D,21,2004,"Anchorage, AK",USA,"6'0""",205,L
David,Jesus,Univ. of Alaska-Anchorage,25,D,23,2002,"Toronto, ON",Canada,"6'4""",187,R
Isaac,Ménard,Univ. of Alaska-Anchorage,4,D,21,2004,"Trois-Rivières, QC",Canada,"5'10""",174,L
Joey,Potter,Univ. of Alaska-Anchorage,3,D,22,2003,"Los Angeles, CA",USA,"5'11""",185,R
Camden,Shasby,Univ. of Alaska-Anchorage,7,D,21,2004,"Anchorage, AK",USA,"5'9""",165,L
John-Paul,Steele,Univ. of Alaska-Anchorage,12,D,22,2003,"Franklin, MI",USA,"6'2""",201,R
Ethan,Warrener,Univ. of Alaska-Anchorage,2,D,22,2003,"Calgary, AB",Canada,"6'1""",187,L
Ben,Anderson,Univ. of Alaska-Anchorage,21,F,23,2002,"Crystal, MN",USA,"6'5""",209,R
Tanyon,Bajzer,Univ. of Alaska-Anchorage,26,F,23,2002,"Cleveland, OH",USA,"6'0""",185,R
Henry,Bartle,Univ. of Alaska-Anchorage,14,F,22,2003,"Blaine, MN",USA,"6'2""",183,L
Conor,Cole,Univ. of Alaska-Anchorage,9,F,24,2001,"St. John's, NL",Canada,"5'10""",183,L
Dylan,Contreras,Univ. of Alaska-Anchorage,11,F,22,2003,"Yorba Linda, CA",USA,"5'7""",170,R
Luke,Johnson,Univ. of Alaska-Anchorage,37,F,24,2001,"St. Cloud, MN",USA,"5'10""",165,L
Ryan,Johnson,Univ. of Alaska-Anchorage,16,F,22,2003,"Calgary, AB",Canada,"5'10""",181,R
Dimitry,Kebreau,Univ. of Alaska-Anchorage,27,F,22,2003,"Silver Spring, MD",USA,"5'11""",190,L
Brandon,Lajoie,Univ. of Alaska-Anchorage,6,F,24,2001,"Eagle River, AK",USA,"5'11""",181,L
Judah,Makway,Univ. of Alaska-Anchorage,18,F,21,2004,"Trail, BC",Canada,"6'3""",190,L
Karter,McNarland,Univ. of Alaska-Anchorage,43,F,23,2003,"Saskatoon, SK",Canada,"5'11""",190,L
Bryce,Monrean,Univ. of Alaska-Anchorage,17,F,22,2003,"Anchorage, AK",USA,"6'1""",181,L
Adam,Parsons,Univ. of Alaska-Anchorage,20,F,22,2003,"Port Moody, BC",Canada,"6'0""",170,
Aaron,Reierson,Univ. of Alaska-Anchorage,23,F,21,2005,"Moorhead, MN",USA,"6'1""",183,R
Oren,Shtrom,Univ. of Alaska-Anchorage,8,F,21,2004,"Dollard-des-Ormeaux, QC",Canada,"5'10""",185,L
Tye,Spencer,Univ. of Alaska-Anchorage,29,F,21,2004,"Saskatoon, SK",Canada,"5'8""",150,R
Jacob,Terpstra,Univ. of Alaska-Anchorage,15,F,20,2005,"Shelby Township, MI",USA,"6'0""",190,R
Aiden,Westin,Univ. of Alaska-Anchorage,22,F,24,2002,"Anchorage, AK",USA,"6'1""",185,R
Zakari,Brice,Univ. of Alaska-Fairbanks,31,G,23,2003,"Fairbanks, AK",USA,"5'11""",181,L
Lassi,Lehti,Univ. of Alaska-Fairbanks,35,G,24,2001,Espoo,Finland,"6'4""",209,L
Calvin,Vachon,Univ. of Alaska-Fairbanks,32,G,20,2005,"Redondo Beach, CA",USA,"5'11""",168,L
Jackson,Anderson,Univ. of Alaska-Fairbanks,7,D,22,2004,"Prior Lake, MN",USA,"6'2""",196,R
Noah,Barlage,Univ. of Alaska-Fairbanks,4,D,22,2003,"Humboldt, SK",Canada,"6'0""",185,R
Adam,Cardona,Univ. of Alaska-Fairbanks,12,D,22,2003,"Beaconsfield, QC",Canada,"6'2""",201,R
Caelum,Dick,Univ. of Alaska-Fairbanks,23,D,22,2003,"Sherwood Park, AB",Canada,"5'10""",183,R
William,Fleet,Univ. of Alaska-Fairbanks,5,D,21,2004,"Denver, CO",USA,"6'2""",205,R
Hugo,Marcil,Univ. of Alaska-Fairbanks,38,D,21,2004,"Bourget, ON",Canada,"5'10""",179,R
Kyle,Miller,Univ. of Alaska-Fairbanks,34,D,21,2004,"San Jose, CA",USA,"5'9""",174,L
Carson,Reed,Univ. of Alaska-Fairbanks,2,D,21,2004,"Warroad, MN",USA,"6'0""",194,L
Nathan,Rickey,Univ. of Alaska-Fairbanks,26,D,22,2003,"New Lenox, IL",USA,"6'4""",170,R
Lucas,Sorace,Univ. of Alaska-Fairbanks,27,D,21,2004,"Port Moody, BC",Canada,"6'1""",181,L
Cade,Ahrenholz,Univ. of Alaska-Fairbanks,20,F,23,2002,"Lakeville, MN",USA,"6'3""",218,R
Braden,Birnie,Univ. of Alaska-Fairbanks,8,F,24,2001,"Weyburn, SK",Canada,"6'3""",192,L
Davis,Borozinskis,Univ. of Alaska-Fairbanks,36,F,21,2004,Liepaja,Latvia,"6'0""",190,R
Michael,Citara,Univ. of Alaska-Fairbanks,28,F,23,2002,"New Hope, PA",USA,"5'10""",161,R
Beau,Courtney,Univ. of Alaska-Fairbanks,29,F,22,2004,"Parker, CO",USA,"5'10""",179,R
Tommy,Cronin,Univ. of Alaska-Fairbanks,14,F,21,2004,"Edina, MN",USA,"5'10""",187,R
Chase,Dafoe,Univ. of Alaska-Fairbanks,37,F,24,2002,"Beverly, MA",USA,"6'3""",201,L
Mykhailo,Danylov,Univ. of Alaska-Fairbanks,17,F,21,2004,Kyiv,Ukraine,"5'8""",154,L
Haden,Kruse,Univ. of Alaska-Fairbanks,11,F,22,2003,"Nisswa, MN",USA,"6'1""",172,L
Jhett,Larson,Univ. of Alaska-Fairbanks,6,F,22,2004,"Delisle, SK",Canada,"5'9""",176,L
William,Lawson-Body,Univ. of Alaska-Fairbanks,10,F,23,2002,"Grand Forks, ND",USA,"5'10""",170,R
Alexander,Malinowski,Univ. of Alaska-Fairbanks,25,F,25,2001,Linköping,Sweden,"5'11""",187,L
Fyodor,Nikolayenya,Univ. of Alaska-Fairbanks,13,F,22,2003,Minsk,Belarus,"5'11""",179,L
Trenton,Penner,Univ. of Alaska-Fairbanks,16,F,23,2003,"Winkler, MB",Canada,"6'2""",190,L
Peyton,Platter,Univ. of Alaska-Fairbanks,24,F,22,2003,"Eau Claire, WI",USA,"6'1""",181,L
Rylen,Roersma,Univ. of Alaska-Fairbanks,18,F,21,2004,"Lethbridge, AB",Canada,"5'11""",190,L
Dean,Spak,Univ. of Alaska-Fairbanks,9,F,23,2003,"Calgary, AB",Canada,"5'10""",181,L
Dylan,Sydor,Univ. of Alaska-Fairbanks,15,F,22,2003,"Kamloops, BC",Canada,"5'10""",170,R
Kam,Hendrickson,Univ. of Connecticut,1,G,20,2006,"Chanhassen, MN",USA,"6'2""",185,R
Tyler,Muszelik,Univ. of Connecticut,30,G,21,2004,"Long Valley, NJ",USA,"6'3""",194,L
Ryan,Sanborn,Univ. of Connecticut,31,G,21,2005,"Brookfield, CT",USA,"6'2""",190,L
Anthony,Allain-Samaké,Univ. of Connecticut,28,D,18,2007,"Gatineau, QC",Canada,"6'2""",183,L
Brendan,Dunphy,Univ. of Connecticut,2,D,20,2006,"San Diego, CA",USA,"6'5""",207,L
Kevin,Fitzgerald,Univ. of Connecticut,3,D,21,2004,"Bath, ON",Canada,"6'0""",181,L
Viking,Gustafsson Nyberg,Univ. of Connecticut,6,D,22,2003,Stockholm,Sweden,"6'6""",225,L
